Virus Family	Virus Genus	Virus Name	Virus TaxID	Vector Order	Vector Family	Vector Genus	Vector	Vector TaxID	Virus Host	Host TaxID
Geminiviridae	Begomovirus	Corchorus golden mosaic virus	390436	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Corchorus capsularis	210143
Geminiviridae	Begomovirus	Clerodendron golden mosaic virus	390438	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Clerodendrum philippinum	1262117
Geminiviridae	Begomovirus	Spilanthes yellow vein virus	390439	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Acmella paniculata	912614
Geminiviridae	Begomovirus	Mimosa yellow leaf curl virus	390440	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Fabaceae	3803
Geminiviridae	Begomovirus	Mimosa yellow leaf curl virus	390440	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Mimosa	21013
Geminiviridae	Begomovirus	Sida yellow vein Vietnam virus	390441	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida rhombifolia	108377
Geminiviridae	Begomovirus	Erectites yellow mosaic virus	390443	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Erechtites valerianifolius	415159
Geminiviridae	Begomovirus	Ludwigia yellow vein Vietnam virus	390444	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Onagraceae	3934
Geminiviridae	Begomovirus	Ludwigia yellow vein Vietnam virus	390444	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ludwigia octovalvis	883788
Secoviridae	Comovirus	Turnip ringspot virus	392504	Hymenoptera	Apidae	Apis	Apis mellifera	7460	Brassica rapa subsp. rapa	51350
Geminiviridae	Begomovirus	East African cassava mosaic Kenya virus	393599	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Manihot esculenta	3983
Potyviridae	Ipomovirus	Squash vein yellowing virus	397544	Hemiptera	Aleyrodidae	Bemisia	Bemisia cf. tabaci Middle East-Asia Minor 1	913998	Cucurbita	3660
Potyviridae	Ipomovirus	Squash vein yellowing virus	397544	Hemiptera	Aleyrodidae	Bemisia	Bemisia cf. tabaci Middle East-Asia Minor 1	913998	Citrullus lanatus subsp. vulgaris	260674
Geminiviridae	Begomovirus	Corchorus yellow spot virus	403897	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Corchorus siliquosus	210145
Geminiviridae	Begomovirus	Sida yellow mosaic Yucatan virus	408719	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida acuta	108357
Secoviridae	Torradovirus	Tomato apex necrosis virus	410603	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	NA	NA
Sedoreoviridae	Phytoreovirus	Homalodisca vitripennis reovirus	411854	Hemiptera	Cicadellidae	Homalodisca	Homalodisca vitripennis	197043	NA	NA
Geminiviridae	Begomovirus	Euphorbia leaf curl Guangxi virus	412688	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Euphorbia pulcherrima	37495
Geminiviridae	Begomovirus	Crassocephalum yellow vein virus	417287	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	NA	NA
Geminiviridae	Begomovirus	Ageratum yellow vein Hualian virus	437063	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Solanum lycopersicum	4081
Geminiviridae	Begomovirus	Begomovirus allamandae	452758	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Allamanda cathartica	52818
Tospoviridae	Orthotospovirus	Tomato zonate spot virus	460926	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Solanum lycopersicum	4081
Tospoviridae	Orthotospovirus	Tomato zonate spot virus	460926	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Nicotiana rustica	4093
Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	463360	Hemiptera	Cicadellidae	Nesoclutha	Nesoclutha phryne	2901953	Cicer arietinum	3827
Secoviridae	Torradovirus	Tomato marchitez virus	470166	Hemiptera	Aleyrodidae	Trialeurodes	Trialeurodes vaporariorum	88556	Solanum lycopersicum	4081
Secoviridae	Torradovirus	Tomato marchitez virus	470166	Hemiptera	Aleyrodidae	Trialeurodes	Trialeurodes vaporariorum	88556	Nicotiana benthamiana	4100
Secoviridae	Torradovirus	Tomato marchitez virus	470166	Hemiptera	Aleyrodidae	Trialeurodes	Trialeurodes vaporariorum	88556	Nicotiana glutinosa	35889
Secoviridae	Torradovirus	Tomato marchitez virus	470166	Hemiptera	Aleyrodidae	Trialeurodes	Trialeurodes vaporariorum	88556	Physalis pubescens	300354
Secoviridae	Torradovirus	Tomato marchitez virus	470166	Hemiptera	Aleyrodidae	Trialeurodes	Trialeurodes abutilonea	176123	Solanum lycopersicum	4081
Secoviridae	Torradovirus	Tomato marchitez virus	470166	Hemiptera	Aleyrodidae	Trialeurodes	Trialeurodes abutilonea	176123	Nicotiana benthamiana	4100
Secoviridae	Torradovirus	Tomato marchitez virus	470166	Hemiptera	Aleyrodidae	Trialeurodes	Trialeurodes abutilonea	176123	Nicotiana glutinosa	35889
Secoviridae	Torradovirus	Tomato marchitez virus	470166	Hemiptera	Aleyrodidae	Trialeurodes	Trialeurodes abutilonea	176123	Physalis pubescens	300354
Geminiviridae	Begomovirus	Emilia yellow vein virus	498803	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Crassocephalum crepidioides	189211
Geminiviridae	Begomovirus	Mesta yellow vein mosaic Bahraich virus	508748	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Hibiscus cannabinus	229543
Spinareoviridae	Fijivirus	Southern rice black-streaked dwarf virus	519497	Hemiptera	Delphacidae	Sogatella	Sogatella furcifera	113103	Oryza sativa	4530
Spinareoviridae	Fijivirus	Southern rice black-streaked dwarf virus	519497	Hemiptera	Delphacidae	Sogatella	Sogatella furcifera	113103	Zea mays	4577
Spinareoviridae	Fijivirus	Southern rice black-streaked dwarf virus	519497	Hemiptera	Delphacidae	Sogatella	Sogatella furcifera	113103	Echinochloa crus-galli	90397
Spinareoviridae	Fijivirus	Southern rice black-streaked dwarf virus	519497	Hemiptera	Delphacidae	Sogatella	Sogatella furcifera	113103	Cenchrus flaccidus	192627
Spinareoviridae	Fijivirus	Southern rice black-streaked dwarf virus	519497	Hemiptera	Delphacidae	Sogatella	Sogatella furcifera	113103	Cyperus serotinus	1249733
Geminiviridae	Begomovirus	Rhynchosia yellow mosaic virus	529680	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Rhynchosia minima	132461
Geminiviridae	Begomovirus	Blainvillea yellow spot virus	536081	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Blainvillea rhomboidea	243762
Geminiviridae	Begomovirus	Sida common mosaic virus	536082	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sidastrum micranthum	932019
Geminiviridae	Begomovirus	Sida yellow leaf curl virus	536083	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida rhombifolia	108377
Geminiviridae	Begomovirus	Jatropha leaf curl virus	543876	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Jatropha	3995
Parvoviridae	Ambidensovirus	Dysaphis plantaginea densovirus	551224	Hemiptera	Aphididae	Dysaphis	Dysaphis plantaginea	214836	NA	NA
Closteroviridae	Crinivirus	Cucurbit chlorotic yellows virus	558690	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucumis melo	3656
Closteroviridae	Crinivirus	Cucurbit chlorotic yellows virus	558690	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucumis sativus	3659
Closteroviridae	Crinivirus	Cucurbit chlorotic yellows virus	558690	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucumis myriocarpus	39474
Closteroviridae	Crinivirus	Cucurbit chlorotic yellows virus	558690	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucumis dipsaceus	61885
Closteroviridae	Crinivirus	Cucurbit chlorotic yellows virus	558690	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucumis metulifer	61886
Closteroviridae	Crinivirus	Cucurbit chlorotic yellows virus	558690	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucumis zeyherii	61887
Closteroviridae	Crinivirus	Cucurbit chlorotic yellows virus	558690	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucumis ficifolius	131071
Closteroviridae	Crinivirus	Cucurbit chlorotic yellows virus	558690	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucumis africanus	217618
Closteroviridae	Crinivirus	Cucurbit chlorotic yellows virus	558690	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucumis prophetarum	217627
Closteroviridae	Crinivirus	Cucurbit chlorotic yellows virus	558690	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cucumis sacleuxii	396997
Geminiviridae	Begomovirus	Clerodendrum golden mosaic China virus	559878	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Clerodendrum cyrtophyllum	222564
Solemoviridae	Polerovirus	Wheat yellow dwarf virus-GPV	572239	Hemiptera	Aphididae	Rhopalosiphum	Rhopalosiphum padi	40932	Triticum aestivum	4565
Tospoviridae	Unclassified	Tomato necrotic ringspot virus	584711	Thysanoptera	Thripidae	Thrips	Thrips palmi	161013	NA	NA
Geminiviridae	Begomovirus	Euphorbia yellow mosaic virus	598494	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Euphorbia heterophylla	212910
Secoviridae	Torradovirus	Tomato chocolate virus	626985	Hemiptera	Aleyrodidae	Trialeurodes	Trialeurodes vaporariorum	88556	NA	NA
Secoviridae	Torradovirus	Tomato chocolate virus	626985	Hemiptera	Aleyrodidae	Trialeurodes	Trialeurodes abutilonea	176123	NA	NA
Geminiviridae	Eragrovirus	Eragrostis curvula streak virus	638358	Hemiptera	Aleyrodidae	Dialeurodes	Dialeurodes citri	298404	Eragrostis curvula	38414
Closteroviridae	Crinivirus	Lettuce chlorosis virus	642478	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Lactuca sativa	4236
Geminiviridae	Begomovirus	Malvastrum yellow mosaic Helshire virus	643133	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Malvastrum americanum	288286
Geminiviridae	Begomovirus	Clerodendrum golden mosaic Jiangsu virus	649509	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Clerodendrum	13432
Geminiviridae	Begomovirus	Clerodendrum golden mosaic Jiangsu virus	649509	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Clerodendrum cyrtophyllum	222564
Geminiviridae	Begomovirus	Cleome leaf crumple virus	666144	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cleome affinis	879920
Geminiviridae	Begomovirus	Malvastrum yellow vein Honghe virus	676044	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Malvastrum coromandelianum	108453
Tospoviridae	Orthotospovirus	Alstroemeria necrotic streak virus	693450	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Cucumis sativus	3659
Tospoviridae	Orthotospovirus	Alstroemeria necrotic streak virus	693450	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Capsicum annuum	4072
Tospoviridae	Orthotospovirus	Alstroemeria necrotic streak virus	693450	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Solanum lycopersicum	4081
Tospoviridae	Orthotospovirus	Alstroemeria necrotic streak virus	693450	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Nicotiana benthamiana	4100
Tospoviridae	Orthotospovirus	Alstroemeria necrotic streak virus	693450	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Alstroemeria sp.	59035
Tospoviridae	Orthotospovirus	Alstroemeria necrotic streak virus	693450	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	133901	Solanum quitoense	227725
Geminiviridae	Begomovirus	Rhynchosia mild mosaic virus	714308	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Rhynchosia minima	132461
Geminiviridae	Begomovirus	Merremia mosaic Puerto Rico virus	714309	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Distimake quinquefolius	714082
Geminiviridae	Begomovirus	Duranta leaf curl virus	742163	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Duranta erecta	167917
Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	753670	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	7029	Pisum sativum	3888
Geminiviridae	Begomovirus	Sida golden mottle virus	759390	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida santaremensis	759593
Geminiviridae	Begomovirus	Sidastrum golden leaf spot virus	858513	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sidastrum	108353
Geminiviridae	Begomovirus	Cleome golden mosaic virus	858517	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cleome	25782
Geminiviridae	Begomovirus	Eclipta yellow vein virus	875324	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Nicotiana benthamiana	4100
Geminiviridae	Begomovirus	Eclipta yellow vein virus	875324	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Eclipta prostrata	53719
Geminiviridae	Begomovirus	Pepper yellow leaf curl virus	881944	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Capsicum	4071
Geminiviridae	Begomovirus	Pepper yellow leaf curl virus	881944	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Piperaceae	16739
Unclassified	Unclassified	Raspberry latent virus	907191	Hemiptera	Aphididae	Amphorophora	Amphorophora agathonica	527518	Rubus	23216
Unclassified	Unclassified	Raspberry latent virus	907191	Hemiptera	Aphididae	Amphorophora	Amphorophora agathonica	527518	Rubus idaeus	32247
Solemoviridae	Polerovirus	Pepper vein yellows virus	909827	Hemiptera	Aphididae	Myzus	Myzus persicae	13164	Capsicum annuum	4072
Solemoviridae	Polerovirus	Pepper vein yellows virus	909827	Hemiptera	Aphididae	Aphis	Aphis gossypii	80765	Capsicum annuum	4072
Geminiviridae	Begomovirus	Sida mosaic Bolivia virus 1	932069	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida	108335
Geminiviridae	Begomovirus	Sida mosaic Bolivia virus 1	932069	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sidastrum micranthum	932019
Geminiviridae	Begomovirus	Sida mosaic Bolivia virus 2	932070	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida	108335
Geminiviridae	Begomovirus	Sida mosaic Bolivia virus 2	932070	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sidastrum micranthum	932019
Geminiviridae	Begomovirus	Begomovirus jeskei	932071	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Abutilon	3630
Geminiviridae	Begomovirus	Solanum mosaic Bolivia virus	932073	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Solanum	4107
Geminiviridae	Begomovirus	Rhynchosia yellow mosaic India virus	935473	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Rhynchosia	132460
Tospoviridae	Orthotospovirus	Soybean vein necrosis virus	980895	Thysanoptera	Thripidae	Neohydatothrips	Neohydatothrips variabilis	436519	Glycine max	3847
Geminiviridae	Begomovirus	Vernonia yellow vein Fujian virus	1001341	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cyanthillium cinereum	211151
Geminiviridae	Begomovirus	Sida golden mosaic Lara virus	1002681	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida	108335
Geminiviridae	Begomovirus	Chenopodium leaf curl virus	1032478	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Dysphania ambrosioides	330163
Geminiviridae	Begomovirus	Jatropha mosaic India virus	1034067	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	NA	NA
Geminiviridae	Begomovirus	Datura leaf curl virus	1038082	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Datura inoxia	4075
Geminiviridae	Begomovirus	Sida mosaic Alagoas virus	1046571	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida	108335
Geminiviridae	Begomovirus	Begomovirus abutilonbrazilense	1046572	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Abutilon	3630
Geminiviridae	Begomovirus	Begomovirus abutilonbrazilense	1046572	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Nicotiana benthamiana	4100
Geminiviridae	Begomovirus	Begomovirus abutilonbrazilense	1046572	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida rhombifolia	108377
Geminiviridae	Begomovirus	Begomovirus abutilonbrazilense	1046572	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Malva parviflora	145753
Geminiviridae	Begomovirus	Begomovirus abutilonbrazilense	1046572	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Blainvillea rhomboidea	243762
Geminiviridae	Begomovirus	West African Asystasia virus 1	1046573	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Asystasia gangetica	141292
Geminiviridae	Begomovirus	West African Asystasia virus 2	1046574	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Asystasia gangetica	141292
Solemoviridae	Polerovirus	Wheat yellow dwarf virus	1054216	Hemiptera	Aphididae	Rhopalosiphum	Rhopalosiphum padi	40932	NA	NA
Geminiviridae	Begomovirus	Catharanthus yellow mosaic virus	1076345	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Duranta erecta	167917
Geminiviridae	Begomovirus	Bhendi yellow vein Delhi virus	1088661	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	NA	NA
Geminiviridae	Begomovirus	Sida yellow mottle virus	1093958	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida rhombifolia	108377
Geminiviridae	Begomovirus	Centrosema yellow spot virus	1129032	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Centrosema brasilianum	1129165
Geminiviridae	Begomovirus	Macroptilium yellow spot virus	1129034	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Macroptilium lathyroides	260885
Geminiviridae	Begomovirus	Macroptilium yellow vein virus	1129035	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Macroptilium	77316
Geminiviridae	Begomovirus	Sauropus leaf curl virus	1130981	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sauropus androgynus	283133
Geminiviridae	Begomovirus	Vinca leaf curl virus	1170656	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Catharanthus roseus	4058
Geminiviridae	Begomovirus	Sida yellow mosaic China virus	1195641	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	NA	NA
Geminiviridae	Begomovirus	Premna leaf curl virus	1198134	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Premna serratifolia	336939
Geminiviridae	Begomovirus	Jacquemontia mosaic Yucatan virus	1198450	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Jacquemontia	112276
Geminiviridae	Begomovirus	Jacquemontia mosaic Yucatan virus	1198450	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Jacquemontia pentanthos	197406
Geminiviridae	Begomovirus	Jatropha mosaic Nigeria virus	1213406	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Jatropha curcas	180498
Geminiviridae	Begomovirus	Pouzolzia golden mosaic virus	1225069	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Pouzolzia zeylanica	1225090
Geminiviridae	Begomovirus	Dalechampia chlorotic mosaic virus	1227356	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Dalechampia	212294
Geminiviridae	Begomovirus	Datura leaf distortion virus	1227357	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Datura stramonium	4076
Geminiviridae	Begomovirus	Blechum interveinal chlorosis virus	1246650	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Ruellia blechum	544840
Tolecusatellitidae	Betasatellite	Tomato yellow leaf curl China betasatellite	1255765	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Malva parviflora	145753
Geminiviridae	Begomovirus	Sida ciliaris golden mosaic virus	1264880	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida ciliaris	108361
Geminiviridae	Begomovirus	Sida yellow net virus	1266977	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sidastrum micranthum	932019
Geminiviridae	Begomovirus	Sida yellow blotch virus	1266993	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida urens	108382
Geminiviridae	Begomovirus	Sida yellow mosaic Alagoas virus	1266994	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida urens	108382
Geminiviridae	Begomovirus	Sida mottle Alagoas virus	1266995	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sida urens	108382
Geminiviridae	Begomovirus	Corchorus yellow vein mosaic virus	1297645	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Corchorus olitorius	93759
Geminiviridae	Begomovirus	Vigna yellow mosaic virus	1312724	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Sigmoidotropis elegans	1094737
Geminiviridae	Begomovirus	Begomovirus catharticae	1317107	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Allamanda cathartica	52818
Geminiviridae	Begomovirus	Malvastrum leaf curl Philippines virus	1333313	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Malvastrum coromandelianum	108453
Geminiviridae	Begomovirus	Pouzolzia mosaic Guangdong virus	1367126	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Pouzolzia zeylanica	1225090
Geminiviridae	Begomovirus	Hemidesmus yellow mosaic virus	1383052	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Hemidesmus indicus	63476
Geminiviridae	Begomovirus	Hedyotis uncinella yellow mosaic virus	1428190	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Hedyotis uncinella	1045356
Geminiviridae	Begomovirus	Mirabilis leaf curl virus	1431395	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Mirabilis jalapa	3538
Geminiviridae	Begomovirus	Jatropha yellow mosaic virus	1485012	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Jatropha gossypiifolia	454931
Geminiviridae	Begomovirus	Jacquemontia yellow mosaic virus	1490227	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Jacquemontia	112276
Totiviridae	Unclassified	Papaya meleira virus	1497848	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Carica papaya	3649
Totiviridae	Unclassified	Papaya meleira virus	1497848	Hemiptera	Aleyrodidae	Trialeurodes	Trialeurodes variabilis	1398417	Carica papaya	3649
Geminiviridae	Begomovirus	Rhynchosia golden mosaic Havana virus	1513516	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	NA	NA
Geminiviridae	Begomovirus	Rhynchosia golden mosaic Sinaloa virus	1513519	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Rhynchosia minima	132461
Geminiviridae	Begomovirus	Rhynchosia rugose golden mosaic virus	1513520	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	NA	NA
Geminiviridae	Begomovirus	Sida golden mosaic Braco virus	1513521	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	NA	NA
Geminiviridae	Begomovirus	Sida golden mosaic Buckup virus	1513525	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	NA	NA
Geminiviridae	Begomovirus	Coccinia mosaic Tamil Nadu virus	1532882	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Coccinia grandis	387127
Geminiviridae	Begomovirus	Euphorbia yellow leaf curl virus	1578825	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Euphorbia pulcherrima	37495
Geminiviridae	Begomovirus	Oxalis yellow vein virus	1602199	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Oxalis debilis	519149
Geminiviridae	Begomovirus	Asystasia mosaic Madagascar virus	1611435	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Asystasia gangetica	141292
Tospoviridae	Orthotospovirus	Groundnut chlorotic fan-spot virus	1629551	Thysanoptera	Thripidae	Scirtothrips	Scirtothrips dorsalis	163899	Arachis hypogaea	3818
Tospoviridae	Orthotospovirus	Groundnut chlorotic fan-spot virus	1629551	Thysanoptera	Thripidae	Scirtothrips	Scirtothrips dorsalis	163899	Chenopodium quinoa	63459
Geminiviridae	Begomovirus	Malvastrum yellow vein Cambodia virus	1633139	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Malvastrum coromandelianum	108453
Tospoviridae	Orthotospovirus	Polygonum ringspot virus	1678786	Thysanoptera	Thripidae	Dictyothrips	Dictyothrips betae	535288	NA	NA
Geminiviridae	Begomovirus	Begomovirus andrographis	1738045	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Andrographis paniculata	175694
Geminiviridae	Begomovirus	Lisianthus enation leaf curl virus	1740165	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Eustoma grandiflorum	52518
Geminiviridae	Begomovirus	Melochia mosaic virus	1742594	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Melochia	133572
Geminiviridae	Begomovirus	Melochia yellow mosaic virus	1742595	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Melochia	133572
Geminiviridae	Begomovirus	Pavonia yellow mosaic virus	1742596	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Pavonia	82389
Geminiviridae	Begomovirus	Cnidoscolus mosaic leaf deformation virus	1747500	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Cnidoscolus urens	316878
Solemoviridae	Enamovirus	Enamovirus AEV	1770265	Hemiptera	Aphididae	Aphis	Aphis craccivora	307492	Medicago sativa	3879
Geminiviridae	Begomovirus	Pavonia mosaic virus	1772258	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Pavonia	82389
Geminiviridae	Begomovirus	Lycianthes yellow mosaic virus	1779714	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Lycianthes biflora	241757
Geminiviridae	Begomovirus	Deinbollia mosaic virus	1812308	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Deinbollia borbonica	290932
Geminiviridae	Begomovirus	Triumfetta yellow mosaic virus	1825950	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	7038	Triumfetta	93801
Solemoviridae	Polerovirus	Maize yellow mosaic virus	1856642	Hemiptera	Aphididae	Rhopalosiphum	Rhopalosiphum maidis	43146	NA	NA
